"id","data","campionato","sq_casa","sq_ospite","risultato_finale","reti_casa","reti_ospite","divisione","serie","tot_reti","diff_reti","risultato"
"1","1974-08-17",1974,"Birmingham City","Middlesbrough","0-3",0,3,"1",1,3,-3,"A"
"2","1974-08-17",1974,"Burnley","Wolverhampton Wanderers","1-2",1,2,"1",1,3,-1,"A"
"226";"1974-12-10";1974;"Middlesbrough";"Leicester City";"3-0";3;0;"1";1;3;3;"H"
"227";"1974-12-14";1974;"Arsenal";"Leicester City";"0-0";0;0;"1";1;0;0;"D"
"228";"1974-12-14";1974;"Carlisle United";"Chelsea";"1-2";1;2;"1";1;3;-1;"A"
"229";"1974-12-14";1974;"Coventry City";"Newcastle United";"2-0";2;0;"1";1;2;2;"H"
"230";"1974-12-14";1974;"Derby County";"Everton";"0-1";0;1;"1";1;1;-1;"A"
"231";"1974-12-14";1974;"Ipswich Town";"Tottenham Hotspur";"4-0";4;0;"1";1;4;4;"H"
"232";"1974-12-14";1974;"Leeds United";"Stoke City";"3-1";3;1;"1";1;4;2;"H"
"233";"1974-12-14";1974;"Liverpool";"Luton Town";"2-0";2;0;"1";1;2;2;"H"
"234";"1974-12-14";1974;"Middlesbrough";"Birmingham City";"3-0";3;0;"1";1;3;3;"H"
"235";"1974-12-14";1974;"Queens Park Rangers";"Sheffield United";"1-0";1;0;"1";1;1;1;"H"
"236";"1974-12-14";1974;"West Ham United";"Manchester City";"0-0";0;0;"1";1;0;0;"D"
"237";"1974-12-14";1974;"Wolverhampton Wanderers";"Burnley";"4-2";4;2;"1";1;6;2;"H"
"238";"1974-12-20";1974;"Leicester City";"Ipswich Town";"0-1";0;1;"1";1;1;-1;"A"
"239";"1974-12-20";1974;"Sheffield United";"Coventry City";"1-0";1;0;"1";1;1;1;"H"
"240";"1974-12-21";1974;"Birmingham City";"Liverpool";"3-1";3;1;"1";1;4;2;"H"
"241";"1974-12-21";1974;"Burnley";"Middlesbrough";"1-1";1;1;"1";1;2;0;"D"
"242";"1974-12-21";1974;"Chelsea";"West Ham United";"1-1";1;1;"1";1;2;0;"D"
"243";"1974-12-21";1974;"Everton";"Carlisle United";"2-3";2;3;"1";1;5;-1;"A"
"244";"1974-12-21";1974;"Luton Town";"Derby County";"1-0";1;0;"1";1;1;1;"H"
